designation,l,b,parallax,phot_g_mean_mag,bp_rp,bp_g,g_rp,teff_gspphot,mh_gspphot,logg_gspphot,SIMBAD_ID,Spectral_Type,Object_Type,distance,adjusted_mag,X,Y,Z,Sector_Reference,label_name
Gaia DR3 4221944541209010816,37.649772014289454,-16.64852801463193,12.982137199392776,20.644651,1.2983303,0.47248077,0.82584953,,,,Gaia DR3 4221944541209010816,,WD?,77.0289194021747,10.436672237963862,58.43174847956775,45.07942005587747,-22.068780693844634,C6-S5-D3,Gaia DR3 4221944541209010816
Gaia DR3 4506024948195352192,45.445838829421874,4.399249862349888,12.988695196544553,19.866264,1.7137146,0.1170845,1.5966301,,,,,,,76.9900274714303,9.660810307691666,53.85576724069205,54.70049919170984,5.905595071264463,C6-S6-U1,
Gaia DR3 1843582314872601216,68.81770225787339,-10.702729795739694,12.989140006402259,20.896881,0.9820347,-0.3767128,1.3587475,,,,,,,76.98739096715462,10.6915982946295,27.33442486633372,70.53698628331998,-14.297592497445432,C3-S8-D2,
Gaia DR3 2103412752357356672,70.3439100618342,16.068294786831935,12.986572889163801,14.584931,2.550353,1.3932524,1.1571007,3443.8618,-0.5905,4.6565,UCAC4 652-066193,M3.5V,*,77.00260942857493,4.378660288755086,24.889734394408624,69.68255591405293,21.31300968587819,C3-S7-U3,UCAC4 652-066193
Gaia DR3 5866026582977797376,310.4070725824486,-0.9413478868392825,12.982154659456135,20.032717,,,,,,,,,,77.02881580382385,9.82474430074317,49.92441026143959,-58.646314811092616,-1.2654972402606441,C5-T6-D1,
Gaia DR3 5874180458190846080,315.0106653834969,-3.413116329717739,12.984517089359333,20.733475,2.3302994,0.8852196,1.4450798,,,,,,,77.01480102170984,10.526412074201794,54.371210538770036,-54.35097233277657,-4.585067877802633,C6-T6-D1,
Gaia DR3 4763618910272182400,265.0412437465352,-35.52976962675257,12.982909994238279,14.46771,2.5984964,1.4295301,1.1689663,3471.204,-0.039,4.8151,2MASS J05144470-5646502,MV,*,77.02433433211759,4.260027995221666,-5.418271587152168,-62.44884457090287,-44.76083359448193,R1-T7-D5,2MASS J05144470-5646502
Gaia DR3 4929424503530798080,288.45123097828014,-66.44793136846847,12.98355574796682,13.900772,2.3786306,1.2657423,1.1128883,,,,,,,77.02050342846924,3.6933392361981916,9.740531829302917,-29.193938692860723,-70.60448945821129,C1-T3-D8,
Gaia DR3 6706047797219872768,344.18842275016317,-14.59439189026052,12.989338992137968,19.605907,3.7255783,2.1983528,1.5272255,,,,,,,76.9862115851521,9.400701227675878,71.68322050433204,-20.2999518921232,-19.398572770660298,C8-T3-D2,
Gaia DR3 2720807150033137024,68.97874292748168,-39.07606679438566,12.986216563897479,18.762268,0.74523544,0.29344177,0.45179367,,,,SDSS J221435.60+065031.5,DC,WD*,77.00472228224382,8.555859789806444,21.44376767066565,55.80103700400982,-48.54004894032493,C3-S6-D5,SDSS J221435.60+065031.5
Gaia DR3 4966029655096916864,240.27985193363074,-66.4594843373026,12.985980329573573,10.285359,1.06283,0.44509125,0.6177387,5279.199,-0.4828,4.5823,CD-36   982,,SB*,77.0061231128353,0.07886014940975272,-15.24774486739427,-26.710313476458623,-70.59751006457176,R2-T3-D8,CD-36 982
Gaia DR3 1867118598225116160,78.90874084636327,-8.691856572398317,12.98865696572907,15.4035225,2.725502,1.5262985,1.1992035,,,,,,,76.9902540838924,5.198053738905694,14.64069295004632,74.68454287763552,-11.634792177060746,C2-S8-D2,
Gaia DR3 764403057978156544,173.93362565595388,67.57957734687562,12.985135065392914,17.521378,3.622776,2.2382908,1.3844852,,,,Gaia DR3 764403057978156544,,Em*,77.01113580752279,7.314552867076728,-29.207560072924192,3.104051746730101,71.18987523310366,R3-S1-U8,Gaia DR3 764403057978156544
Gaia DR3 3105880590514179456,215.32142902009386,-1.7643005341213187,12.981943645091803,12.936749,2.2607489,1.1801558,1.0805931,3589.9116,-0.7137,4.2758,CoRoT 102948867,,PM*,77.03006786492088,2.7286957363640134,-62.82068654957469,-44.51480884615844,-2.371600747254319,R7-T5-D1,CoRoT 102948867
Gaia DR3 3129478854530113408,208.95553016285646,3.662536449676639,12.98492918949257,17.322073,3.4539385,2.0915241,1.3624144,,,,Gaia DR3 3129478854530113408,,Em*,77.0123568181798,7.11516901207521,-67.24785498769886,-37.2078928677879,4.919533573753478,R7-T4-U1,Gaia DR3 3129478854530113408
Gaia DR3 3790570837883999616,263.15262335892083,53.26080512646818,12.984028976972306,17.68757,3.590868,2.2324657,1.3584023,2907.6602,-0.3371,5.1537,SIPS J1121-0230,,PM*,77.0176962615795,7.4803199517311185,-5.492688564836592,-45.741339020670104,61.71941197359833,R1-T5-U7,SIPS J1121-0230
Gaia DR3 6040963074827637888,343.48803560934175,19.317226862216415,12.98215966901523,20.74863,1.8431301,0.4733181,1.369812,,,,,,,77.02878607992469,10.54066000272783,69.69438752891212,-20.660249486514598,25.48097963327923,C7-T3-U3,
Gaia DR3 6269735843578244096,326.67995470953304,31.012969401926746,12.983471728232992,11.911633,1.6587753,0.7923565,0.86641884,4384.3726,0.4821,4.6619,Gaia DR3 6269735843578244096,,PM*,77.0210018500265,1.7041673229977459,55.15971612794156,-36.2607922835278,39.68369168358131,C6-T4-U4,Gaia DR3 6269735843578244096
Gaia DR3 4041470973368396800,355.164293836701,-3.852749131546334,12.987028055531685,19.44025,1.444252,0.45139885,0.99285316,,,,,,,76.99991065885631,9.234154553806658,76.55243287758542,-6.476333030487423,-5.173816045517288,C8-T1-D1,
Gaia DR3 4053532001591581952,354.0267642667688,-1.174726035841983,12.98670235670782,20.306927,,,,,,,,,,77.0018417711318,10.10070548889898,76.5676730463403,-8.011426741906764,-1.5786456138762346,C8-T1-D1,
Gaia DR3 6030097048108280704,354.73393543581733,8.254167819137932,12.984134583838099,20.74578,1.5392036,0.810812,0.72839165,,,,,,,77.01706983573185,10.5385709924781,75.89754221012453,-6.995464762783715,11.056925671135398,C8-T1-U2,
Gaia DR3 4043214042843419136,357.12904819293993,-3.874017712428313,12.984668696580037,20.533796,1.6065998,0.2526455,1.3539543,,,,,,,77.01390180739727,10.326792032840146,76.74148563749998,-3.8485502043050954,-5.203279261557821,C8-T1-D1,
Gaia DR3 4107531491591950848,357.0678071086633,5.2505036367126685,12.98115927701832,19.903713,,,,,,,,,,77.03472229713623,9.69535739561294,76.61106131920909,-3.924106247483633,7.049476086897784,C8-T1-U1,
Gaia DR3 4117163243507013504,5.1451904486842395,4.439909874001774,12.98794274739667,19.971611,,,,,,,,,,76.99448784530884,9.765867323585983,76.45412555935414,6.884134583882211,5.9604139576809585,C8-S1-U1,
Gaia DR3 4121624653677187968,6.996445816819992,7.381055947013561,12.989455115284056,19.093079,1.6311092,0.4703846,1.1607246,,,,,,,76.98552334372741,8.887917099977253,75.77909124910083,9.299730868693882,9.890153676152314,C8-S1-U1,
Gaia DR3 4123115557060279808,8.03446203669121,6.752263611612586,12.9877486443822,19.995872,,,,,,,,,,76.99563853451583,9.790054073326038,75.71104925128944,10.686935830595043,9.052887780116862,C8-S2-U1,
Gaia DR3 4048741085826294144,359.49213368417674,-6.577952976203336,12.987547399089598,19.831047,,,,,,,,,,76.99683160117652,9.62515115822364,76.4869503625352,-0.6779934473036202,-8.820364263703883,C8-T1-D1,
Gaia DR3 4296329045481355776,45.310942301848556,-4.822680048673705,12.983268327261202,8.849922,0.815362,0.3239355,0.49142647,5719.8394,0.1445,4.3207,HD 183933,G5,PM*,77.02220849123808,-1.3576213660149712,53.97478872419695,54.56383000375948,-6.4754334501162445,C6-S6-D1,HD 183933
Gaia DR3 4321954160421597184,53.61718234055544,-2.8431983916210797,12.989822587113256,19.310574,1.6217957,0.06442642,1.5573692,,,,,,,76.9833454840303,9.105553512631513,45.608574695445576,61.90082200311932,-3.8185902505595184,C5-S7-D1,
Gaia DR3 4317591774991844608,52.160595790188836,-5.245249655162987,12.986804528896258,20.283699,1.6910629,0.050647736,1.6404152,,,,,,,77.00123596801295,10.077517134327286,47.038631122265826,60.555797795167905,-7.039380380101127,C5-S7-D1,
Gaia DR3 5836395397524976384,327.09946673304694,-2.5609155220763578,12.987574944825933,20.904676,1.8059139,-0.14587402,1.951788,,,,,,,76.99666829629237,10.698791142156963,64.58297827318069,-41.78145502998863,-3.440328715716482,C7-T5-D1,
Gaia DR3 5869646037805606272,306.5545898437622,2.3187278006176366,12.986073427808508,20.318148,1.9301968,0.59688187,1.3333149,,,,,,,77.00557104956683,10.11168427162433,45.82607354704882,-61.80713941553277,3.1155213366712826,C5-T7-U1,
Gaia DR3 5885696979127091328,327.0601594588815,0.8957057573393523,12.980113286314293,18.971395,3.7593899,2.240408,1.5189819,,,,Gaia DR3 5885696979127091328,,*,77.04093007064581,8.762636757598493,64.64808109957586,-41.886514518293154,1.2043329280631567,C7-T5-U1,Gaia DR3 5885696979127091328
Gaia DR3 6439404918836454656,332.21391785533774,-23.152430429468698,12.98410717960785,20.796314,1.5338688,0.24881744,1.2850513,,,,,,,77.01723238780306,10.589093734177123,62.64911439313132,-33.01168473927162,-30.281532674356946,C7-T4-D4,
Gaia DR3 1429934117671956992,83.7326307029071,41.59210872545863,12.981136305357236,18.48576,3.5368004,2.0669785,1.4698219,,,,2MASS J16325368+5456088,,LM*,77.03485861921858,8.27739505631651,6.289570178823936,57.269224232243396,51.137527367733284,C1-S6-U6,2MASS J16325368+5456088
Gaia DR3 2415739406864597504,73.8107052543515,-73.80754524407246,12.988930467133672,16.418715,3.0416718,1.769371,1.2723007,,,,,,,76.98863293866525,6.213351054370735,5.9859215740727745,20.618055384859993,-73.93452601336149,C1-S3-D8,
Gaia DR3 1891609979205802624,82.04614900203896,-24.08015977908252,12.985828687987187,14.870758,2.4408255,1.313345,1.1274805,3497.6301,-0.6726,4.8046,,,,77.00702234929919,4.66420043642673,9.728558285287912,69.62917604566857,-31.41996957344989,C1-S7-D4,
Gaia DR3 13677035591915776,172.2275983477733,-40.76053786844937,12.982992068428997,14.713381,2.883298,1.6398449,1.243453,,,,LP  532-45,,PM*,77.02384740969842,4.505730875949119,-57.80534556016633,7.889982978120531,-50.288798584448536,R6-S1-D6,LP 532-45
Gaia DR3 5446004619933135744,270.81266786153776,16.06846905374665,12.983641998840847,15.20842,2.8229742,1.6019173,1.2210569,,,,Gaia DR3 5446004619933135744,,PM*,77.01999177806026,5.001020156594683,1.0497160635398073,-74.00350091298408,21.31804593062838,C1-T8-U3,Gaia DR3 5446004619933135744
Gaia DR3 5634927552540426368,256.7254904766574,12.626630922456961,12.985912793413588,10.540897,1.160718,0.49754524,0.6631727,4882.9263,-0.4443,4.4901,LP  901-39,,PM*,77.00652360049705,0.33437213260825516,-17.254353793207027,-73.13637417193885,16.833381276348113,R2-T8-U2,LP 901-39
Gaia DR3 4036847565574965888,352.9342090692823,-6.01856356015505,12.98131570143089,19.945906,0.9704094,-0.10108757,1.071497,,,,,,,77.03379403135331,9.737610104912289,76.02737800228658,-9.423616728339123,-8.07704554399458,C8-T1-D1,
Gaia DR3 5979870876019062784,352.4859154238304,4.00884662370635,12.981502013148587,20.197264,2.0673542,0.7941551,1.2731991,,,,,,,77.03268843521566,9.989039898116317,76.18432926100725,-10.048910240156596,5.385393726805658,C8-T2-U1,
Gaia DR3 4107293687828107136,355.7785024119981,5.056642217348143,12.981525014957999,20.24872,,,,,,,,,,77.03255194191338,10.040505208980575,76.52456360205933,-5.648480606074624,6.789690054837393,C8-T1-U1,
Gaia DR3 4119776782654266880,7.4179610370729,5.104202842344729,12.985284406966192,20.190468,,,,,,,,,,77.01025011539461,9.98370064256305,76.06290612822501,9.903094017432386,6.851398619724433,C8-S1-U1,
Gaia DR3 4124499464214300288,8.482716908268719,9.06339566483616,12.980557792248195,20.083849,1.7728157,0.23348045,1.5393353,,,,,,,77.03829188274065,9.875261441112942,75.24419612987279,11.222117372410036,12.135627163827706,C8-S2-U2,
Gaia DR3 4043888661952991616,359.50929877075174,-4.1635444128278385,12.982823837666784,19.51943,1.7561779,-0.4312725,2.1874504,,,,,,,77.0248454807437,9.31171543355039,76.81874991393789,-0.6579189074663903,-5.5922826916662105,C8-T1-D1,
Gaia DR3 4100634495628369792,18.874095791003505,-8.312818975394848,12.982740019174836,19.569973,1.6670017,0.6180477,1.048954,,,,,,,77.02534276455138,9.362225984335131,72.11806549213561,24.65511069311816,-11.136138216579184,C8-S3-D2,
Gaia DR3 2019748095129807360,58.19983595800041,2.808075010575181,12.987854011421966,19.498001,,,,,,,,,,76.9950138891741,9.292223238248251,40.52443763418996,65.35880912475717,3.7720270439542856,C5-S7-U1,
Gaia DR3 4290918864141929856,42.01689835169261,-7.73101644521101,12.984273323719776,20.007051,1.3285599,0.41612053,0.91243935,,,,,,,77.01624689101328,9.799894941959728,56.69893284086646,51.08223604969331,-10.360427599662142,C6-S6-D2,
Gaia DR3 1751255327053413760,55.88650669606379,-19.248876328935616,12.98027631775185,17.62864,0.4453106,0.1539936,0.291317,,,,LSPM J2043+1013,DA,WD*,77.03996244150814,7.419943286309703,40.79118385486673,60.217774453493945,-25.397928509537476,C5-S7-D3,LSPM J2043+1013
Gaia DR3 5871352514262187648,312.1626124146146,4.338477845270627,12.987319783853248,20.923191,1.634264,0.42067146,1.2135925,,,,,,,76.99818104450392,10.717207541646815,51.53593374330236,-56.91080092546379,5.8247880124845,C6-T6-U1,
Gaia DR3 5933199734099693696,331.0580160942337,-0.8837553449040566,12.981134939626852,20.77795,,,,,,,,,,77.0348667239681,10.56958508203006,67.40597560941997,-37.27456759209297,-1.1881726071144003,C7-T4-D1,
Gaia DR3 6057396066393059968,297.7492706407809,-0.3408704369572419,12.982437727343044,20.403437,2.8852692,1.0930862,1.7921829,,,,,,,77.0271362745568,10.19557323114318,35.86345065489677,-68.16731351225243,-0.4582557203301885,C4-T7-D1,
Gaia DR3 5882071653147946112,321.7454707345525,-1.9693826738637066,12.980725521934273,15.614458,2.7357416,1.2859154,1.4498262,,,,,,,77.03729643695516,5.405935179597469,60.45919051322523,-47.669932739069814,-2.6474209059763623,C7-T5-D1,
Gaia DR3 5805158546959400832,316.3050310923888,-18.617566994089835,12.985903484253685,11.053452,1.2927542,0.5759592,0.71679497,4607.4663,0.1225,4.5901,TYC 9443-3335-1,,PM*,77.00657880389838,0.8469227169779323,52.764305388656496,-50.413801922813064,-24.58434118745052,C6-T6-D3,TYC 9443-3335-1
Gaia DR3 5521056871336806272,260.12754550449256,-4.066240469317918,12.987869269368806,14.528658,2.5618773,1.4021788,1.1596985,3480.3096,-0.1664,4.8148,SCR J0818-4307,,PM*,76.99492343662916,4.322885926749139,-13.167970624099171,-75.66382611534421,-5.459688841152429,R2-T8-D1,SCR J0818-4307
Gaia DR3 6630291239906377216,331.9036729634248,-21.86393526204024,12.98907281552472,19.334406,3.5795536,2.1035042,1.4760494,,,,SIPS J1831-6310,,LM*,76.98778921346766,9.129097225843038,63.03023009004597,-33.649816211242715,-28.670536299880716,C7-T4-D3,SIPS J1831-6310
Gaia DR3 274845200774964096,150.73293717909107,0.580111893913674,12.982854093082818,19.476702,2.3325634,0.7761898,1.5563736,,,,,,,77.02466598101827,9.268998661558273,-67.1890584589963,37.65396958565981,0.7798508339534784,R7-S4-U1,
Gaia DR3 511123377638369024,126.51065480637067,0.05312958051965783,12.982080636225866,16.887524,3.1886902,1.7494755,1.4392147,,,,Gaia DR3 511123377638369024,,*,77.02925501860993,6.679522691077455,-45.8302504606433,61.911946904102585,0.0714281480269525,R5-S7-U1,Gaia DR3 511123377638369024
Gaia DR3 2655763276243609728,75.63496406716664,-49.78537810890867,12.988340424926335,15.754387,2.8830214,1.648201,1.2348204,,,,,,,76.99213042498242,5.548796295037098,12.333031820997622,48.15596693673242,-58.793599327376604,C2-S5-D6,
Gaia DR3 3009509770725238016,215.40182657210255,-20.09480642649338,12.980083115951278,13.555828,2.2764597,1.1938591,1.0826006,3636.1858,-0.3512,4.6488,Gaia DR3 3009509770725238016,,*,77.04110914136565,3.3470577377495605,-58.97418886011868,-41.91360419337583,-26.469365869697306,R6-T5-D3,Gaia DR3 3009509770725238016
Gaia DR3 5597965918691902848,245.4398518011417,1.9198490398639223,12.984675409073917,20.366621,2.1182384,0.4885807,1.6296577,,,,,,,77.0138619946697,10.159619324647451,-31.9927104772015,-70.00674707734228,2.5800735076771835,R4-T8-U1,
Gaia DR3 1233629407593058432,14.21733619270513,67.96026929491985,12.989727417843168,14.589022,2.5342855,1.3801928,1.1540928,,,,2MASS J14192515+1823308,,PM*,76.98390950270158,4.383964985111724,28.003355713530972,7.094954640890948,71.35822314033119,C3-S1-U8,2MASS J14192515+1823308
Gaia DR3 3037749627377422464,231.60881015657486,9.951873431790421,12.986884452824258,12.490694,1.8595352,0.91475105,0.94478416,,,,,,,77.00076208674744,2.2845429158147716,-47.10004438925778,-59.444241390605875,13.30734180688264,R5-T6-U2,
Gaia DR3 3138335150106031616,213.30002329891454,12.244565314946449,12.98609475426159,16.970375,3.083765,1.8064957,1.2772694,,,,LP  543-4,,PM*,77.00544458693669,6.763919884629477,-62.89755060079153,-41.3160049474249,16.33169800225948,R7-T5-U2,LP 543-4
Gaia DR3 3141847883598342784,212.22020249741146,12.524310623998836,12.986436709707295,17.377886,0.2514305,0.101667404,0.1497631,,,,Gaia DR3 3141847883598342784,DA,WD*,77.00341689976474,7.171562302497932,-63.59510082936761,-40.07929534633991,16.698486436872024,R7-T5-U2,Gaia DR3 3141847883598342784
Gaia DR3 5714810267754855168,237.2609768305976,5.985482993344571,12.980029369817286,20.383503,1.5546227,0.158741,1.3958817,,,,,,,77.04142814386225,10.17471190012048,-41.43788832107514,-64.44954764292758,8.033608812856238,R5-T7-U1,
Gaia DR3 5956261951769273728,348.7163872720153,-9.06383856600521,12.982549437420687,17.913877,3.8270454,2.4532433,1.3738022,,,,,,,77.02647348429242,7.7060570809109645,74.5943970809251,-14.883245894864114,-12.134353431175729,C8-T2-D2,
Gaia DR3 4040130084550514944,353.3929084906482,-4.224136379182274,12.985103830826985,19.989853,,,,,,,,,,77.01132105127826,9.783016181812146,76.29204378139937,-8.836859872303531,-5.672524421927928,C8-T1-D1,
Gaia DR3 4107627561397402624,356.4667471971768,6.075503177695528,12.982644692468991,20.17682,,,,,,,,,,77.02590833284398,9.969037034400909,76.44768733677319,-4.7202764353402635,8.152339893099652,C8-T1-U1,
Gaia DR3 4110173617988524544,1.0878394202630024,4.790021644781564,12.984577298211205,20.502937,2.4370232,0.70947266,1.7275505,,,,,,,77.01444390783234,10.295897844460992,76.731632288113,1.4570309815400813,6.431037051152857,C8-S1-U1,
Gaia DR3 4114135291518352256,0.23948557136871698,8.75314568825077,12.984220307025502,20.136303,1.4227123,0.116680145,1.3060322,,,,,,,77.01656136094056,9.92912600628651,76.11889662799706,0.318164509974996,11.720199287742988,C8-S1-U2,
Gaia DR3 4114895470700958464,2.313150597378032,8.636712884376061,12.981411521157062,19.965595,1.6457157,0.4946785,1.1510372,,,,,,,77.03322542161176,9.757336571497852,76.09763836593199,3.073891243443793,11.567992332646462,C8-S1-U2,
Gaia DR3 4121242848273045248,4.934685678431751,8.258766393638092,12.989488081757509,19.94344,,,,,,,,,,76.98532795949089,9.738290660028536,75.90455126821747,6.553606709158337,11.058483481137406,C8-S1-U2,
Gaia DR3 4123072091970703232,7.425246613588115,6.727624988341581,12.988615001427448,20.423943,,,,,,,,,,76.99050282806134,10.218457659131268,75.81919527885427,9.88116836501654,9.019404898710452,C8-S1-U1,
Gaia DR3 4049027435654713984,359.98102105260375,-5.822530605978349,12.985284868497624,19.551529,,,,,,,,,,77.01024737824626,9.34476191646771,76.61293908518111,-0.025377663177051608,-7.812497805646108,C8-T1-D1,
Gaia DR3 4092609813102445824,14.856173521755203,-5.518549476345356,12.98579884164031,19.905071,,,,,,,Gaia DR3 4092609813102445824,,PM*,77.00719934097518,9.698502146426316,74.08805128250495,19.65263516534915,-7.405628842933382,C8-S2-D1,Gaia DR3 4092609813102445824
Gaia DR3 4103049916559723264,17.50718019670483,-3.617934125788699,12.982521351300036,20.069315,1.7741947,0.57172394,1.2024708,,,,,,,77.02664012178671,9.861483733507548,73.31230777087652,23.125382952159825,-4.860605011259184,C8-S3-D1,
Gaia DR3 4269514877429556992,25.823900520677928,4.973461137722619,12.987433624529965,20.550941,1.8479671,0.5925007,1.2554665,,,,,,,76.99750612093631,10.345001765808426,69.04736640058442,33.41434186033412,6.675245315926034,C7-S4-U1,
Gaia DR3 6881998927864823040,29.919371833449357,-35.74616071203771,12.980436267005276,11.842766,1.7492476,0.84164715,0.9076004,4916.104,-0.037,4.5612,UCAC2  25221664,,PM*,77.03901312946476,1.6341314852665416,54.192936175397485,31.186706419161077,-45.00582801567145,C6-S4-D5,UCAC2 25221664
Gaia DR3 2022310232107468160,57.00901067030427,4.025679420269253,12.983367157794694,19.941856,,,,,,,,,,77.02162219140818,9.734350898671511,41.83534650826368,64.44296964687683,5.407192489753069,C5-S7-U1,
Gaia DR3 1834216468691830784,61.94217277203113,-2.5565511846384816,12.985494272873632,20.822756,2.320694,0.6680126,1.6526814,,,,,,,77.00900550924538,10.616069430166139,36.186092806906096,67.89075235516016,-3.435019875238036,C4-S7-D1,
Gaia DR3 5825056786859622016,318.1265525544166,-6.9244251979564,12.987679528407297,20.882936,,,,,,,,,,76.99604827889003,10.677091445214677,56.91468753393597,-51.01903824815387,-9.282646697629344,C6-T6-D1,
Gaia DR3 5851927133070430464,309.74306480100086,-3.6048170707481524,12.98934861731249,20.933031,1.1849842,0.14340973,1.0415745,,,,,,,76.98615453797106,10.727828574670891,49.12339897529778,-59.07901156173004,-4.840460365196924,C5-T6-D1,
Gaia DR3 5332338860250295168,296.87010434073727,-3.645763662008292,12.98700910759152,11.720916,1.6021576,0.7553644,0.8467932,4402.6816,0.4034,4.6455,Gaia DR3 5332338860250295168,,PM*,77.00002300109675,1.5148126564968791,34.73121905708847,-68.54759438505671,-4.8962505041823965,C4-T7-D1,Gaia DR3 5332338860250295168
Gaia DR3 5534529393467584640,256.70987621070327,-4.504420378149209,12.983848099809373,16.467295,3.1568127,1.8648624,1.2919502,,,,Gaia DR3 5534529393467584640,,PM*,77.01876919021271,6.259974418627722,-17.650540980608056,-74.72457343149152,-6.048746659330898,R2-T8-D1,Gaia DR3 5534529393467584640
Gaia DR3 6517611192347920896,345.45107040858073,-56.04524417754004,12.981669084018941,19.593077,3.2642422,1.7257595,1.5384827,,,,,,,77.031697043568,9.384917235575,41.64546859338122,-10.80820204063655,-63.8961662676136,C5-T2-D7,
Gaia DR3 6674191092776329216,357.5056245803879,-32.078251138998674,12.98704254462379,15.416421,2.814454,1.592576,1.221878,,,,,,,76.9998247533244,5.210330671953489,65.18194812185327,-2.8394943998583706,-40.89283461238499,C7-T1-D5,
Gaia DR3 238144980107662592,152.42345122948817,-10.97071087876607,12.988255284816526,16.475147,3.239461,1.9315815,1.3078794,,,,Gaia DR2 238144980107662592,,*,76.99263512082454,6.269523864796463,-66.99852444828353,34.99107225912751,-14.652250569714413,R7-S4-D2,Gaia DR2 238144980107662592
Gaia DR3 431683009699642624,118.19512522921258,1.560346919968256,12.987671248553085,15.183503,2.685172,1.4956846,1.1894875,,,,Gaia DR3 431683009699642624,,PM*,76.99609736513825,4.977654930912193,-36.36530197692741,67.83485926015776,2.0965902659598927,R4-S7-U1,Gaia DR3 431683009699642624
Gaia DR3 801592664398756352,180.6764445986574,49.04429937707591,12.980032646465352,7.771094,0.8119011,0.32060003,0.49130106,5660.7705,-0.1521,4.0837,HD  83870,G5,PM*,77.04140869571036,-2.4376959525290935,-50.49522219980081,-0.5961836579723925,58.18295071460526,R6-T1-U6,HD 83870
Gaia DR3 6789282339269958784,17.404484194168454,-44.27681320353876,12.984280404268288,11.586055,1.5567293,0.7302284,0.8265009,4443.182,0.5126,4.6159,,,,77.0162048927465,1.3789010025907587,52.61714462797834,16.49373617208015,-53.76698405495454,C6-S2-D6,
Gaia DR3 6814782964560300416,25.817088808968208,-47.476929294575754,12.98452245408337,12.798308,1.9517565,0.97567654,0.97607994,,,,UCAC4 329-200374,,PM*,77.01476920204486,2.5912477810693844,46.85778885937817,22.669184305127803,-56.76028877123794,C5-S3-D6,UCAC4 329-200374
Gaia DR3 331001623287049216,138.02015058299006,-22.509952295268018,12.984609075794523,16.919632,3.3672419,2.047903,1.3193388,,,,,,,77.01425542831063,6.7126047222238405,-52.889096532641034,47.587886137229084,-29.48443827052115,R6-S5-D3,
Gaia DR3 1931978033224418560,104.05378587309387,-14.999450389377435,12.985459373728439,11.6237,1.5018673,0.6947031,0.8071642,,,,UCAC4 671-117506,K5,Em*,77.00921247523613,1.4170003207138642,-18.06319816980131,72.15888988068122,-19.93073729499923,R2-S8-D2,UCAC4 671-117506
Gaia DR3 2752656260972923904,107.84423367378837,-51.99013225444729,12.980085566532264,16.82156,3.0616026,1.7918091,1.2697935,,,,LSPM J0013+0946,,PM*,77.04109459635544,6.612790493250296,-14.537569998137618,45.15941654009116,-60.7010412835923,R2-S5-D7,LSPM J0013+0946
Gaia DR3 2814311959616692352,94.1974608013176,-42.66447986082467,12.986446315596865,13.025578,2.1654654,1.1158781,1.0495872,3894.7139,0.231,4.6736,2MASS J23252462+1521241,,PM*,77.00335994143286,2.8192577276127313,-4.1444825270342625,56.47137670267335,-52.18547997439265,R1-S6-D6,2MASS J23252462+1521241
Gaia DR3 27643135366679936,167.59926546866106,-39.5346077140826,12.984134567738897,19.525282,1.3293438,0.5689945,0.7603493,,,,SDSS J030545.54+112453.8,DA:,WD*,77.01706993122636,9.31807194758224,-58.012864454957274,12.75573515834146,-49.024767608754836,R6-S2-D5,SDSS J030545.54+112453.8
Gaia DR3 46348439497905280,175.7861160938774,-25.29571289888804,12.984260530675616,13.733849,2.3013163,1.2073259,1.0939903,3584.197,-0.4821,4.64,Gaia DR3 46348439497905280,,*,77.01632277305873,3.5266871194778986,-69.44334100772464,5.11651874014859,-32.90832112324395,R7-S1-D4,Gaia DR3 46348439497905280
Gaia DR3 865958113745874560,197.1866520561313,17.15017099893242,12.987150613332343,15.830258,2.8196745,1.5637541,1.2559204,,,,2MASS J07270497+2125190,,PM*,76.99918402219964,5.624209710999811,-70.29008158319674,-21.74047193411405,22.705300068356514,R8-T3-U3,2MASS J07270497+2125190
Gaia DR3 3100976218900389248,219.01526814243672,-1.0376586136946007,12.982356069818536,16.167723,3.0683556,1.8036499,1.2647057,,,,Gaia DR3 3100976218900389248,,PM*,77.02762076637278,5.959827823077703,-59.83896996942635,-48.48305048764562,-1.3949370375183539,R6-T5-D1,Gaia DR3 3100976218900389248
Gaia DR3 3617849007248653312,320.5164757556263,51.82826006209224,12.984187303915249,15.004468,2.6507168,1.4604692,1.1902475,,,,WT 2057B,,PM*,77.01675712106065,4.7972783135143455,36.73645364864513,-30.26545741806631,60.54763362874398,C4-T4-U7,WT 2057 B
Gaia DR3 3817918410781306368,250.22105447086153,61.347954575530274,12.987877089590503,15.815578,3.0002728,1.7415733,1.2586994,,,,2MASS J11204639+0808282,M4.8,*,76.9948770766762,5.60980948482044,-12.492832914096198,-34.740227958228665,67.56668397400645,R2-T4-U7,2MASS J11204639+0808282
Gaia DR3 4040741520377374592,355.49069701246844,-4.7935544215283,12.98959055140992,20.077988,,,,,,,,,,76.98472065322011,9.872878290427801,76.47798218091185,-6.031442364623057,-6.433285209960364,C8-T1-D1,
Gaia DR3 6028402047862797312,352.91169838504516,6.310018959207178,12.983209095109498,20.114553,1.101511,0.17637825,0.92513275,,,,,,,77.0225598828782,9.906987094339613,75.97083281242229,-9.44691582788993,8.46540454079431,C8-T1-U1,
